seed,j0,j1,beta_true,truth,pip_last,pip_mcmc,pip_absdiff,pip_js,spike_js,selected_last,selected_mcmc,tp_both,tn_both,mean_last,mean_mcmc,sd_last,sd_mcmc,slab_skl
401,43,44,-0.34205818,1,0.0,0.044625,0.044625,0.01572039506402964,0.01572039506402964,0,0,False,False,-0.25618214322999994,-0.21430634563042086,0.0029516065885394002,0.1766069943281674,
401,44,45,-1.2233992,1,1.0,1.0,0.0,0.0,0.0,1,1,True,False,-1.1403224571250001,-1.1801154908122717,0.006951070226389047,0.12266769256932356,10.117653821603948
401,45,46,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.23720129106249999,-0.001477814389465164,0.002265465471628608,0.027549827355642785,
401,46,47,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.24342577026,0.005691708536551801,0.002895447387035258,0.03677005471966154,
401,47,48,0.0,0,0.0,0.0005,0.0005,0.00017326241849915846,0.00017326241849915846,0,0,False,True,-1.908373026457838e-16,-0.014107424208391922,8.054925371505826e-15,0.0579000884352129,
401,48,49,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.10639547881,0.005459221917331283,0.0024304285438626555,0.037735800991806547,
401,49,50,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.07023831113675,0.0024144584050569524,0.002472589370038334,0.029520590674781688,
401,50,51,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,2.454841363654875e-07,0.0037594681495659774,6.272035349125476e-07,0.03583738924761996,
401,51,52,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.02083231165,-0.0018018457501971152,0.0022506481312937108,0.02891356962231543,
401,52,53,0.0,0,0.0,0.001125,0.001125,0.0003899938905955117,0.0003899938905955117,0,0,False,True,0.288769819625,0.04467769255314506,0.002410179232439058,0.09592531915673237,
401,53,54,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,1.6155915412357876e-14,0.0006974931493630787,9.907837937888037e-13,0.02618888881760683,
401,54,55,0.0,0,0.0,0.000375,0.000375,0.00012992848202715538,0.00012992848202715538,0,0,False,True,-0.25299531324,-0.018817467722516083,0.005836926646625841,0.06365848595663522,
401,55,56,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-2.0345600903376454e-11,-0.0002797465193821949,6.876327649894036e-10,0.02880820326697356,
401,56,57,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.1805273929525,-0.0003874499959555497,0.0016846473852134114,0.028738909230460068,
401,57,58,0.0,0,0.0,0.000125,0.000125,4.3274949835870214e-05,4.3274949835870214e-05,0,0,False,True,2.188127119027014e-17,0.007995885637351636,1.7386792229571988e-15,0.039972564392581886,
